target,dataset,model,feature,times_selected,selection_rate
2-clases,bow,svc,recuperación activos_mean_s10,1,0.2
2-clases,bow,svc,presión_mean_s8,1,0.2
2-clases,bow,svc,varios_std_s8,1,0.2
2-clases,bow,svc,75_delta_cum_s8,1,0.2
2-clases,bow,svc,descubrir_std_s10,1,0.2
2-clases,bow,svc,ejerzan_delta_cum_s10,1,0.2
2-clases,bow,svc,convención naciones_std_s3,1,0.2
2-clases,bow,svc,actuaciones_mean_s2,1,0.2
2-clases,bow,svc,participan_mean_s3,1,0.2
2-clases,bow,svc,matices_diff_s8,1,0.2
2-clases,bow,svc,mx_mean_s8,1,0.2
2-clases,bow,svc,suelen_cum_s3,1,0.2
2-clases,bow,svc,públicos así_cum_s5,1,0.2
2-clases,bow,svc,71_mean_s8,1,0.2
2-clases,bow,svc,similar_std_s8,1,0.2
2-clases,bow,svc,fin_std_s8,1,0.2
2-clases,bow,svc,interés_std_s8,1,0.2
2-clases,bow,svc,lugar_std_s8,1,0.2
2-clases,bow,svc,frecuencia_delta_cum_s8,1,0.2
2-clases,bow,svc,necesidad_delta_cum_s8,1,0.2
2-clases,bow,svc,autoridades_std_s8,1,0.2
2-clases,bow,svc,malversación_delta_cum_s3,1,0.2
2-clases,bow,svc,tener cuenta_std_s8,1,0.2
2-clases,bow,svc,john_delta_cum_s9,1,0.2
2-clases,bow,svc,vínculos_diff_s8,1,0.2
2-clases,bow,svc,prestación servicio_delta_cum_s8,1,0.2
2-clases,bow,svc,puede_std_s8,1,0.2
2-clases,bow,svc,2000_delta_cum_s8,1,0.2
2-clases,bow,svc,2001_delta_cum_s8,1,0.2
2-clases,bow,svc,política pública_cum_s8,1,0.2
2-clases,bow,svc,prevenir corrupción_diff_s8,1,0.2
2-clases,bow,svc,transacciones_diff_s3,1,0.2
2-clases,bow,svc,aceptan_diff_s5,1,0.2
2-clases,bow,svc,ganar_std_s8,1,0.2
2-clases,bow,svc,sensibilización_cum_s9,1,0.2
2-clases,bow,svc,interamericana derechos_std_s8,1,0.2
2-clases,bow,svc,finanzas públicas_cum_s3,1,0.2
2-clases,bow,svc,siguen_delta_cum_s8,1,0.2
2-clases,bow,svc,extranjera_mean_s10,1,0.2
2-clases,bow,svc,podrá_diff_s8,1,0.2
2-clases,bow,svc,jerarquía_delta_cum_s8,1,0.2
2-clases,bow,svc,conforman_mean_s8,1,0.2
2-clases,bow,svc,consistente_diff_s3,1,0.2
2-clases,bow,svc,telegram_mean_s5,1,0.2
2-clases,bow,svc,telegram_std_s5,1,0.2
2-clases,bow,svc,concesión_mean_s10,1,0.2
2-clases,bow,svc,referencia_delta_cum_s8,1,0.2
2-clases,bow,svc,constituyan_diff_s8,1,0.2
2-clases,bow,svc,articular_std_s8,1,0.2
2-clases,bow,svc,libros_std_s10,1,0.2
2-clases,bow,svc,resumen_delta_cum_s8,1,0.2
2-clases,bow,svc,partes_diff_s8,1,0.2
2-clases,bow,svc,esquema_delta_cum_s8,1,0.2
2-clases,bow,svc,consultoría_diff_s7,1,0.2
2-clases,bow,svc,cultivo_delta_cum_s9,1,0.2
2-clases,bow,svc,cualquier tipo_diff_s10,1,0.2
2-clases,bow,svc,líneas_mean_s8,1,0.2
2-clases,bow,svc,recursos públicos_cum_s9,1,0.2
2-clases,bow,svc,valor_diff_s8,1,0.2
2-clases,bow,svc,santiago_mean_s8,1,0.2
2-clases,bow,svc,aplicará_mean_s8,1,0.2
2-clases,bow,svc,aplicará_std_s8,1,0.2
2-clases,bow,svc,corrupción 10_std_s8,1,0.2
2-clases,bow,svc,sujeción_mean_s10,1,0.2
2-clases,bow,svc,sujeción_std_s10,1,0.2
2-clases,bow,svc,malversación_mean_s3,1,0.2
2-clases,bow,svc,incorporar_delta_cum_s3,1,0.2
2-clases,bow,svc,aún_delta_cum_s8,1,0.2
2-clases,bow,svc,externa_delta_cum_s8,1,0.2
2-clases,bow,svc,1997_cum_s4,1,0.2
2-clases,bow,svc,violaciones_std_s8,1,0.2
2-clases,bow,svc,presión_std_s8,1,0.2
2-clases,bow,svc,cohecho_std_s8,1,0.2
2-clases,bow,svc,patrimonial_diff_s8,1,0.2
2-clases,bow,svc,organización funcionamiento_mean_s10,1,0.2
2-clases,bow,svc,organización funcionamiento_std_s10,1,0.2
2-clases,bow,svc,malversación_std_s3,1,0.2
2-clases,bow,svc,tomará_mean_s10,1,0.2
2-clases,bow,svc,si_diff_s8,1,0.2
2-clases,bow,svc,combatir corrupción_delta_cum_s8,1,0.2
2-clases,bow,svc,verificar_mean_s8,1,0.2
2-clases,bow,svc,fondos_diff_s8,1,0.2
2-clases,bow,svc,corrupción 10_mean_s8,1,0.2
2-clases,bow,svc,brindan_delta_cum_s8,1,0.2
2-clases,bow,svc,importancia_mean_s8,1,0.2
2-clases,bow,svc,actos corrupción_mean_s8,1,0.2
2-clases,bow,svc,recuperación_std_s10,1,0.2
2-clases,bow,svc,unidad_cum_s5,1,0.2
2-clases,bow,svc,entró vigor_diff_s3,1,0.2
2-clases,bow,svc,institucionalidad_diff_s3,1,0.2
2-clases,bow,svc,representado_diff_s3,1,0.2
2-clases,bow,svc,condenada_diff_s8,1,0.2
2-clases,bow,svc,considerable_std_s3,1,0.2
2-clases,bow,svc,demandas_cum_s7,1,0.2
2-clases,bow,svc,excelente_delta_cum_s8,1,0.2
2-clases,bow,svc,tercera_delta_cum_s8,1,0.2
2-clases,bow,svc,primero_std_s8,1,0.2
2-clases,bow,svc,descritos_delta_cum_s5,1,0.2
2-clases,bow,svc,nacional internacional_delta_cum_s3,1,0.2
2-clases,bow,svc,cuenten_delta_cum_s8,1,0.2
2-clases,bow,svc,interesante_diff_s8,1,0.2
2-clases,bow,svc,127_mean_s8,1,0.2
2-clases,bow,svc,127_std_s8,1,0.2
2-clases,bow,svc,acelerar_delta_cum_s3,1,0.2
2-clases,bow,svc,concesión_std_s10,1,0.2
2-clases,bow,svc,ambas_std_s8,1,0.2
2-clases,bow,svc,década_std_s8,1,0.2
2-clases,bow,svc,vale_std_s8,1,0.2
2-clases,bow,svc,cantidades_delta_cum_s10,1,0.2
2-clases,bow,svc,transparencia corrupción_diff_s7,1,0.2
2-clases,bow,svc,influencias_mean_s8,1,0.2
2-clases,bow,svc,publicidad_cum_s10,1,0.2
2-clases,bow,svc,integración_delta_cum_s8,1,0.2
2-clases,bow,svc,alto nivel_mean_s3,1,0.2
2-clases,bow,svc,vulnerabilidad_diff_s8,1,0.2
2-clases,bow,svc,internacional_mean_s8,1,0.2
2-clases,bow,svc,acusado_cum_s5,1,0.2
2-clases,bow,svc,comunicado prensa_cum_s2,1,0.2
2-clases,bow,svc,política social_delta_cum_s3,1,0.2
2-clases,bow,svc,conforman_std_s8,1,0.2
2-clases,bow,svc,ampliación_mean_s8,1,0.2
2-clases,bow,svc,ampliación_std_s8,1,0.2
2-clases,bow,svc,coords_std_s8,1,0.2
2-clases,bow,svc,estatus_std_s8,1,0.2
2-clases,bow,svc,desvío_cum_s8,1,0.2
2-clases,bow,svc,política social_mean_s8,1,0.2
2-clases,bow,svc,política social_std_s8,1,0.2
2-clases,bow,svc,boletines_cum_s8,1,0.2
2-clases,bow,svc,conocimiento_std_s8,1,0.2
2-clases,bow,svc,for_diff_s10,1,0.2
2-clases,bow,svc,debe ser_delta_cum_s8,1,0.2
2-clases,bow,svc,ambas_mean_s8,1,0.2
2-clases,bow,svc,surgen_mean_s8,1,0.2
2-clases,bow,svc,agente_std_s3,1,0.2
2-clases,bow,svc,diferentes niveles_diff_s8,1,0.2
2-clases,bow,svc,institucional_mean_s8,1,0.2
2-clases,bow,svc,transnacionales_delta_cum_s3,1,0.2
2-clases,bow,svc,principal_mean_s8,1,0.2
2-clases,bow,svc,celebrar_mean_s10,1,0.2
2-clases,bow,svc,celebrar_std_s10,1,0.2
2-clases,bow,svc,citada_diff_s8,1,0.2
2-clases,bow,svc,dependiendo_diff_s8,1,0.2
2-clases,bow,svc,presenta_std_s8,1,0.2
2-clases,bow,svc,esquema_mean_s8,1,0.2
2-clases,bow,svc,esquema_std_s8,1,0.2
2-clases,bow,svc,clave_diff_s8,1,0.2
2-clases,bow,svc,activos_mean_s10,1,0.2
2-clases,bow,svc,abordar_std_s8,1,0.2
2-clases,bow,svc,interamericana derechos_mean_s8,1,0.2
2-clases,bow,svc,protección derechos_diff_s8,1,0.2
2-clases,bow,svc,importancia_std_s8,1,0.2
2-clases,bow,svc,términos_std_s8,1,0.2
2-clases,bow,svc,fenómeno corrupción_std_s8,1,0.2
2-clases,bow,svc,afirma_diff_s8,1,0.2
2-clases,bow,svc,corrupta_cum_s9,1,0.2
2-clases,bow,svc,tomará_std_s10,1,0.2
2-clases,bow,svc,sucede_diff_s5,1,0.2
2-clases,bow,svc,ésta_std_s3,1,0.2
2-clases,bow,svc,oas_cum_s4,1,0.2
2-clases,bow,svc,corrupción puede_delta_cum_s8,1,0.2
2-clases,bow,svc,fundamentales_mean_s8,1,0.2
2-clases,bow,svc,formulación políticas_diff_s8,1,0.2
2-clases,bow,svc,sistemas control_delta_cum_s8,1,0.2
2-clases,bow,svc,cualitativas_delta_cum_s9,1,0.2
2-clases,bow,svc,elementos_mean_s8,1,0.2
2-clases,bow,svc,frente_mean_s8,1,0.2
2-clases,bow,svc,términos generales_cum_s10,1,0.2
2-clases,bow,svc,progresivamente_cum_s8,1,0.2
2-clases,bow,svc,ilícitos_mean_s3,1,0.2
2-clases,bow,svc,tener cuenta_mean_s8,1,0.2
2-clases,bow,svc,básico_diff_s8,1,0.2
2-clases,bow,svc,prevención corrupción_std_s8,1,0.2
2-clases,bow,svc,si así_mean_s8,1,0.2
2-clases,bow,svc,proveniente_std_s8,1,0.2
2-clases,bow,svc,si así_std_s8,1,0.2
2-clases,bow,svc,económicos sociales_diff_s8,1,0.2
2-clases,bow,svc,líneas_std_s8,1,0.2
2-clases,bow,svc,intereses privados_mean_s8,1,0.2
2-clases,bow,svc,política pública_cum_s9,1,0.2
2-clases,bow,svc,haber_mean_s8,1,0.2
2-clases,bow,svc,petición_cum_s5,1,0.2
2-clases,bow,svc,cuantía_diff_s7,1,0.2
2-clases,bow,svc,economic growth_diff_s10,1,0.2
2-clases,bow,svc,específicos_mean_s8,1,0.2
2-clases,bow,svc,supuestamente_cum_s8,1,0.2
2-clases,bow,svc,naciones unidas_diff_s8,1,0.2
2-clases,bow,svc,guía_delta_cum_s8,1,0.2
2-clases,bow,svc,terceros_delta_cum_s8,1,0.2
2-clases,bow,svc,conocimiento_mean_s8,1,0.2
2-clases,bow,svc,involucran_cum_s10,1,0.2
2-clases,bow,svc,violación_std_s5,1,0.2
2-clases,bow,svc,plantean_delta_cum_s3,1,0.2
2-clases,bow,svc,jerárquico_mean_s8,1,0.2
2-clases,bow,svc,acto_delta_cum_s5,1,0.2
2-clases,bow,svc,metodología_delta_cum_s8,1,0.2
2-clases,bow,svc,po_delta_cum_s8,1,0.2
2-clases,bow,svc,aplicada_delta_cum_s3,1,0.2
2-clases,bow,svc,monitoreo_mean_s3,1,0.2
2-clases,bow,svc,asumen_cum_s8,1,0.2
2-clases,bow,svc,lugar_std_s10,1,0.2
2-clases,bow,svc,unidas_diff_s8,1,0.2
2-clases,bow,svc,corrupción integridad_delta_cum_s7,1,0.2
2-clases,bow,svc,participan_std_s3,1,0.2
2-clases,bow,svc,captura_mean_s8,1,0.2
2-clases,bow,svc,buenos aires_std_s8,1,0.2
2-clases,bow,svc,medición corrupción_delta_cum_s8,1,0.2
2-clases,bow,svc,diversas_diff_s8,1,0.2
2-clases,bow,svc,mal_delta_cum_s8,1,0.2
2-clases,bow,svc,relativos_delta_cum_s10,1,0.2
2-clases,bow,svc,cambio_mean_s8,1,0.2
2-clases,bow,svc,ambientales_diff_s8,1,0.2
2-clases,bow,svc,análisis_std_s8,1,0.2
2-clases,bow,svc,obstáculo desarrollo_mean_s8,1,0.2
2-clases,bow,svc,obstáculo desarrollo_std_s8,1,0.2
2-clases,bow,svc,seis meses_mean_s10,1,0.2
2-clases,bow,svc,seis meses_std_s10,1,0.2
2-clases,bow,svc,analiza_mean_s8,1,0.2
2-clases,bow,svc,buenos aires_mean_s8,1,0.2
2-clases,bow,svc,proveniente_mean_s8,1,0.2
2-clases,bow,svc,realizado_delta_cum_s8,1,0.2
2-clases,bow,svc,coords_mean_s8,1,0.2
2-clases,bow,svc,organización cooperación_diff_s8,1,0.2
2-clases,bow,svc,complejidad_delta_cum_s8,1,0.2
2-clases,bow,svc,instrumentos_delta_cum_s8,1,0.2
2-clases,bow,svc,diversas_std_s8,1,0.2
2-clases,bow,svc,especialmente_std_s8,1,0.2
2-clases,bow,svc,integrales_delta_cum_s3,1,0.2
2-clases,bow,svc,1997_std_s8,1,0.2
2-clases,bow,svc,punto partida_std_s8,1,0.2
2-clases,bow,svc,ambiente_mean_s3,1,0.2
2-clases,bow,svc,unidad_mean_s2,1,0.2
2-clases,bow,svc,mínimos_cum_s5,1,0.2
2-clases,bow,svc,quién_std_s8,1,0.2
2-clases,bow,svc,abordar_mean_s8,1,0.2
2-clases,bow,svc,todavía_delta_cum_s8,1,0.2
2-clases,bow,svc,condena_cum_s5,1,0.2
2-clases,bow,svc,1997_mean_s8,1,0.2
2-clases,bow,svc,combatir corrupción_std_s8,1,0.2
2-clases,bow,svc,afecta derechos_mean_s8,1,0.2
2-clases,bow,svc,participación sociedad_std_s8,1,0.2
2-clases,bow,svc,diferencias_std_s8,1,0.2
2-clases,bow,svc,solicitado_delta_cum_s8,1,0.2
2-clases,bow,svc,inconvenientes_delta_cum_s10,1,0.2
2-clases,bow,svc,integrado_std_s8,1,0.2
2-clases,bow,svc,transnacionales_diff_s3,1,0.2
2-clases,bow,svc,dinero_std_s8,1,0.2
2-clases,bow,svc,cómo_delta_cum_s8,1,0.2
2-clases,bow,svc,detectar_delta_cum_s8,1,0.2
2-clases,bow,svc,sentencia_delta_cum_s8,1,0.2
2-clases,bow,svc,extorsión_cum_s8,1,0.2
2-clases,bow,svc,analizar_std_s8,1,0.2
2-clases,bow,svc,asuntos_cum_s2,1,0.2
2-clases,bow,svc,acceso servicios_cum_s10,1,0.2
2-clases,bow,svc,obligaciones_diff_s8,1,0.2
2-clases,bow,svc,cor rupción_delta_cum_s10,1,0.2
2-clases,bow,svc,participativa_diff_s3,1,0.2
2-clases,bow,svc,aislado_cum_s10,1,0.2
2-clases,bow,svc,garantía_diff_s8,1,0.2
2-clases,bow,svc,mejor_std_s8,1,0.2
2-clases,bow,svc,siguiente_delta_cum_s8,1,0.2
2-clases,bow,svc,ta_mean_s8,1,0.2
2-clases,bow,svc,puede ser_mean_s8,1,0.2
2-clases,bow,svc,fuga_cum_s10,1,0.2
2-clases,bow,svc,unodc_mean_s8,1,0.2
2-clases,bow,svc,económicas_delta_cum_s8,1,0.2
2-clases,bow,svc,privado_delta_cum_s8,1,0.2
2-clases,bow,svc,captura_std_s8,1,0.2
2-clases,bow,svc,dieron_diff_s3,1,0.2
2-clases,bow,svc,cuenta_diff_s8,1,0.2
2-clases,bow,svc,américa latina_mean_s8,1,0.2
2-clases,bow,svc,paz_cum_s9,1,0.2
2-clases,bow,svc,realizar_diff_s8,1,0.2
2-clases,bow,svc,tipificados_mean_s10,1,0.2
2-clases,bow,svc,tipificados_std_s10,1,0.2
2-clases,bow,svc,propiedades_delta_cum_s5,1,0.2
2-clases,bow,svc,malawi_cum_s4,1,0.2
2-clases,bow,svc,sistema judicial_diff_s8,1,0.2
2-clases,bow,svc,garantía_delta_cum_s8,1,0.2
2-clases,bow,svc,mayor medida_diff_s8,1,0.2
2-clases,bow,svc,medir corrupción_delta_cum_s8,1,0.2
2-clases,bow,svc,asistencia_mean_s10,1,0.2
2-clases,bow,svc,corrupción contexto_diff_s8,1,0.2
2-clases,bow,svc,diversos_delta_cum_s8,1,0.2
2-clases,bow,svc,oxford university_delta_cum_s8,1,0.2
2-clases,bow,svc,actos_diff_s8,1,0.2
2-clases,bow,svc,todas_diff_s8,1,0.2
2-clases,bow,svc,base_delta_cum_s8,1,0.2
2-clases,bow,svc,punto partida_mean_s8,1,0.2
2-clases,bow,svc,ilícitos_std_s3,1,0.2
2-clases,bow,svc,frecuente_delta_cum_s3,1,0.2
2-clases,bow,svc,breve_std_s8,1,0.2
2-clases,bow,svc,dar_mean_s8,1,0.2
2-clases,bow,svc,gobernación_cum_s7,1,0.2
2-clases,bow,svc,cabe destacar_delta_cum_s8,1,0.2
2-clases,bow,svc,surgen_std_s8,1,0.2
2-clases,bow,svc,proveer_mean_s8,1,0.2
2-clases,bow,svc,proveer_std_s8,1,0.2
2-clases,bow,svc,alcance_delta_cum_s8,1,0.2
2-clases,bow,svc,curso_delta_cum_s10,1,0.2
2-clases,bow,svc,semanas_cum_s8,1,0.2
2-clases,bow,svc,hacienda pública_delta_cum_s10,1,0.2
2-clases,bow,svc,varias_std_s3,1,0.2
2-clases,bow,svc,necesariamente_diff_s8,1,0.2
2-clases,bow,svc,dádiva_mean_s8,1,0.2
2-clases,bow,svc,lleven_mean_s8,1,0.2
2-clases,bow,svc,dádiva_std_s8,1,0.2
2-clases,bow,svc,lleven_std_s8,1,0.2
2-clases,bow,svc,extradición_mean_s10,1,0.2
2-clases,bow,svc,extradición_std_s10,1,0.2
2-clases,bow,svc,contratado_diff_s8,1,0.2
2-clases,bow,svc,central_cum_s5,1,0.2
2-clases,bow,svc,combate_delta_cum_s8,1,0.2
2-clases,bow,svc,técnica_diff_s8,1,0.2
2-clases,bow,svc,organized_cum_s6,1,0.2
2-clases,bow,svc,organized crime_cum_s6,1,0.2
2-clases,bow,svc,autorizar_mean_s5,1,0.2
2-clases,bow,svc,autorizar_std_s5,1,0.2
2-clases,bow,svc,afecta derechos_std_s8,1,0.2
2-clases,bow,svc,derechos humanos_diff_s8,1,0.2
2-clases,bow,svc,producto corrupción_delta_cum_s10,1,0.2
2-clases,bow,svc,latam_delta_cum_s4,1,0.2
2-clases,bow,svc,51_delta_cum_s3,1,0.2
2-clases,bow,svc,john_delta_cum_s8,1,0.2
2-clases,bow,svc,diferencias_mean_s8,1,0.2
2-clases,bow,svc,planeta_mean_s8,1,0.2
2-clases,bow,svc,planeta_std_s8,1,0.2
2-clases,bow,svc,similar_mean_s8,1,0.2
2-clases,bow,svc,explicar_diff_s8,1,0.2
2-clases,bow,svc,instrumentos_mean_s8,1,0.2
2-clases,bow,svc,código penal_std_s8,1,0.2
2-clases,bow,svc,medidas preventivas_delta_cum_s3,1,0.2
2-clases,bow,svc,utilizado_delta_cum_s8,1,0.2
2-clases,bow,svc,ningún_std_s8,1,0.2
2-clases,bow,svc,121_mean_s8,1,0.2
2-clases,bow,svc,organiza_mean_s8,1,0.2
2-clases,bow,svc,debería_std_s8,1,0.2
2-clases,bow,svc,créditos_cum_s7,1,0.2
2-clases,bow,svc,presuntamente_cum_s5,1,0.2
2-clases,bow,svc,considerable_mean_s3,1,0.2
2-clases,bow,svc,determinar si_mean_s8,1,0.2
2-clases,bow,svc,primeras_diff_s2,1,0.2
2-clases,bow,svc,98_std_s3,1,0.2
2-clases,bow,svc,operación_std_s8,1,0.2
2-clases,bow,svc,2002_diff_s3,1,0.2
2-clases,bow,svc,millones dólares_diff_s8,1,0.2
2-clases,bow,svc,expuesto_delta_cum_s8,1,0.2
2-clases,bow,svc,extranjera_delta_cum_s10,1,0.2
2-clases,bow,svc,cada parte_diff_s8,1,0.2
2-clases,bow,svc,detalles_diff_s8,1,0.2
2-clases,bow,svc,requieran_mean_s10,1,0.2
2-clases,bow,svc,requieran_std_s10,1,0.2
2-clases,bow,svc,papel importante_delta_cum_s8,1,0.2
2-clases,bow,svc,corrupción parte_diff_s8,1,0.2
2-clases,bow,svc,técnicas_std_s8,1,0.2
2-clases,bow,svc,ocurrencia_diff_s8,1,0.2
2-clases,bow,svc,2010_std_s8,1,0.2
2-clases,bow,svc,cometidas_diff_s8,1,0.2
2-clases,bow,svc,unodc_std_s8,1,0.2
2-clases,bow,svc,eastern_cum_s6,1,0.2
2-clases,bow,svc,derecho acceso_cum_s10,1,0.2
2-clases,bow,svc,conflicto intereses_mean_s8,1,0.2
2-clases,bow,svc,afecta derechos_diff_s8,1,0.2
2-clases,bow,svc,analizar_mean_s8,1,0.2
2-clases,bow,svc,enfrentar corrupción_cum_s9,1,0.2
2-clases,bow,svc,estatus_mean_s8,1,0.2
2-clases,bow,svc,nacional_std_s8,1,0.2
2-clases,bow,svc,elementos_delta_cum_s8,1,0.2
2-clases,bow,svc,percepciones_delta_cum_s8,1,0.2
2-clases,bow,svc,convertirse_delta_cum_s10,1,0.2
2-clases,bow,svc,corrupción debe_delta_cum_s8,1,0.2
2-clases,bow,svc,extranjera_std_s10,1,0.2
2-clases,bow,svc,indirectamente_std_s8,1,0.2
2-clases,bow,svc,organismos internacionales_diff_s8,1,0.2
2-clases,bow,svc,bancos_std_s10,1,0.2
2-clases,bow,svc,base_std_s3,1,0.2
2-clases,bow,svc,clave_mean_s8,1,0.2
2-clases,bow,svc,privada_mean_s3,1,0.2
2-clases,bow,svc,mayor medida_mean_s8,1,0.2
2-clases,bow,svc,mayor medida_std_s8,1,0.2
2-clases,bow,svc,pro_mean_s3,1,0.2
2-clases,bow,svc,dicho_mean_s8,1,0.2
2-clases,bow,svc,directamente_mean_s8,1,0.2
2-clases,bow,svc,desafíos_cum_s10,1,0.2
2-clases,bow,svc,análisis_diff_s8,1,0.2
2-clases,bow,svc,mecanismos_diff_s8,1,0.2
2-clases,bow,svc,alrededor_delta_cum_s8,1,0.2
2-clases,bow,svc,corrupción democracia_delta_cum_s10,1,0.2
2-clases,bow,svc,funcionario_delta_cum_s8,1,0.2
2-clases,bow,svc,area_cum_s6,1,0.2
2-clases,bow,svc,you_cum_s6,1,0.2
2-clases,bow,svc,independientemente_cum_s5,1,0.2
2-clases,bow,svc,conferencia_mean_s10,1,0.2
2-clases,bow,svc,conferencia_std_s10,1,0.2
2-clases,bow,svc,protocolos_mean_s8,1,0.2
2-clases,bow,svc,inherentes_delta_cum_s10,1,0.2
2-clases,bow,svc,financiero_std_s8,1,0.2
2-clases,bow,svc,países corrupción_mean_s6,1,0.2
2-clases,bow,svc,países corrupción_std_s6,1,0.2
2-clases,bow,svc,podcast_diff_s8,1,0.2
2-clases,bow,svc,auditoría_cum_s3,1,0.2
2-clases,bow,svc,sancionado_delta_cum_s8,1,0.2
2-clases,bow,svc,guerrero_mean_s8,1,0.2
2-clases,bow,svc,guerrero_std_s8,1,0.2
2-clases,bow,svc,democratización_diff_s8,1,0.2
2-clases,bow,svc,inmunidad_cum_s10,1,0.2
2-clases,bow,svc,dicha_mean_s8,1,0.2
2-clases,bow,svc,registros_diff_s8,1,0.2
2-clases,bow,svc,intereses privados_std_s8,1,0.2
2-clases,bow,svc,operación_mean_s8,1,0.2
2-clases,bow,svc,tránsito_std_s8,1,0.2
2-clases,bow,svc,extorsión_std_s8,1,0.2
2-clases,bow,svc,usuarios_diff_s7,1,0.2
2-clases,bow,svc,combatir_diff_s8,1,0.2
2-clases,bow,svc,24 25_delta_cum_s8,1,0.2
2-clases,bow,svc,enormemente_delta_cum_s10,1,0.2
2-clases,bow,svc,convención_mean_s3,1,0.2
2-clases,bow,svc,59_mean_s8,1,0.2
2-clases,bow,svc,únicamente_mean_s8,1,0.2
2-clases,bow,svc,quedar_diff_s3,1,0.2
2-clases,bow,svc,cometer_std_s3,1,0.2
2-clases,bow,svc,razones_mean_s8,1,0.2
2-clases,bow,svc,obtención_mean_s3,1,0.2
2-clases,bow,svc,vínculo_diff_s8,1,0.2
2-clases,bow,svc,combate_mean_s8,1,0.2
2-clases,bow,svc,cualquier_std_s8,1,0.2
2-clases,bow,svc,derechos_diff_s8,1,0.2
2-clases,bow,svc,59_delta_cum_s8,1,0.2
2-clases,bow,svc,organización_delta_cum_s8,1,0.2
2-clases,bow,svc,poder_delta_cum_s8,1,0.2
2-clases,bow,svc,suma dinero_mean_s8,1,0.2
2-clases,bow,svc,121_std_s8,1,0.2
2-clases,bow,svc,organiza_std_s8,1,0.2
2-clases,bow,svc,suma dinero_std_s8,1,0.2
2-clases,bow,svc,bangladesh_cum_s4,1,0.2
2-clases,bow,svc,bangladesh_cum_s5,1,0.2
2-clases,bow,svc,primeras_delta_cum_s2,1,0.2
2-clases,bow,svc,necesarias_diff_s8,1,0.2
2-clases,bow,svc,peculado_diff_s8,1,0.2
2-clases,bow,svc,dar lugar_delta_cum_s8,1,0.2
2-clases,bow,svc,supra_cum_s5,1,0.2
2-clases,bow,svc,igual_std_s8,1,0.2
2-clases,bow,svc,temor_cum_s10,1,0.2
2-clases,bow,svc,señales_delta_cum_s8,1,0.2
2-clases,bow,svc,maccih_cum_s9,1,0.2
2-clases,bow,svc,referirse_diff_s3,1,0.2
2-clases,bow,svc,referirse_delta_cum_s3,1,0.2
2-clases,bow,svc,vicios_delta_cum_s4,1,0.2
2-clases,bow,svc,través_std_s3,1,0.2
2-clases,bow,svc,06_delta_cum_s5,1,0.2
2-clases,bow,svc,transparencia internacional_std_s8,1,0.2
2-clases,bow,svc,nuevos_std_s8,1,0.2
2-clases,bow,svc,corrupción cada_diff_s8,1,0.2
2-clases,bow,svc,ocurrir_mean_s3,1,0.2
2-clases,bow,svc,be_diff_s7,1,0.2
2-clases,bow,svc,expresado_mean_s8,1,0.2
2-clases,bow,svc,expresado_std_s8,1,0.2
2-clases,bow,svc,intereses_diff_s8,1,0.2
2-clases,bow,svc,culturales_delta_cum_s8,1,0.2
2-clases,bow,svc,utilidad_delta_cum_s8,1,0.2
2-clases,bow,svc,aún_mean_s8,1,0.2
2-clases,bow,svc,puede ser_delta_cum_s8,1,0.2
2-clases,bow,svc,participación sociedad_mean_s8,1,0.2
2-clases,bow,svc,caída_std_s10,1,0.2
2-clases,bow,svc,asunto_mean_s8,1,0.2
2-clases,bow,svc,cometer_mean_s3,1,0.2
2-clases,bow,svc,referido_diff_s3,1,0.2
2-clases,bow,svc,contribuir_mean_s8,1,0.2
2-clases,bow,svc,proviene_cum_s3,1,0.2
2-clases,bow,svc,oas_cum_s6,1,0.2
2-clases,bow,svc,oas_cum_s7,1,0.2
2-clases,bow,svc,redes sociales_cum_s4,1,0.2
2-clases,bow,svc,delincuente_diff_s5,1,0.2
2-clases,bow,svc,moral_std_s5,1,0.2
2-clases,bow,svc,gravemente_cum_s4,1,0.2
2-clases,bow,svc,gravemente_cum_s5,1,0.2
2-clases,bow,svc,gravemente_cum_s6,1,0.2
2-clases,bow,svc,ganar_mean_s8,1,0.2
2-clases,bow,svc,problemática_cum_s8,1,0.2
2-clases,bow,svc,transacciones_diff_s8,1,0.2
2-clases,bow,svc,asunto_std_s8,1,0.2
2-clases,bow,svc,menu_mean_s6,1,0.2
2-clases,bow,svc,team_cum_s7,1,0.2
2-clases,bow,svc,gobiernos_delta_cum_s8,1,0.2
2-clases,bow,svc,si bien_mean_s8,1,0.2
2-clases,bow,svc,elementos_std_s8,1,0.2
2-clases,bow,svc,remisión_mean_s10,1,0.2
2-clases,bow,svc,remisión_std_s10,1,0.2
2-clases,bow,svc,posibilidades_delta_cum_s8,1,0.2
2-clases,bow,svc,chile_std_s6,1,0.2
2-clases,bow,svc,editar_delta_cum_s7,1,0.2
2-clases,bow,svc,determinar si_std_s8,1,0.2
2-clases,bow,svc,102_diff_s8,1,0.2
2-clases,bow,svc,mantenimiento_cum_s5,1,0.2
2-clases,bow,svc,relativas_diff_s8,1,0.2
2-clases,bow,svc,política_diff_s8,1,0.2
2-clases,bow,svc,declaración_delta_cum_s8,1,0.2
2-clases,bow,svc,necesario_delta_cum_s8,1,0.2
2-clases,bow,svc,medición_delta_cum_s8,1,0.2
2-clases,bow,svc,latina_mean_s8,1,0.2
