target,dataset,model,feature,times_selected,selection_rate
3-clases,bow,logreg,leyes reglamentos_mean_s6,2,0.4
3-clases,bow,logreg,leyes reglamentos_std_s6,2,0.4
3-clases,bow,logreg,mencionados_std_s6,2,0.4
3-clases,bow,logreg,vinculada_std_s2,2,0.4
3-clases,bow,logreg,supervisión_std_s6,2,0.4
3-clases,bow,logreg,eficacia_delta_cum_s6,2,0.4
3-clases,bow,logreg,remisión_delta_cum_s6,2,0.4
3-clases,bow,logreg,42_mean_s6,2,0.4
3-clases,bow,logreg,32_std_s6,2,0.4
3-clases,bow,logreg,cooperar_delta_cum_s6,2,0.4
3-clases,bow,logreg,res_delta_cum_s6,2,0.4
3-clases,bow,logreg,demuestre_mean_s6,2,0.4
3-clases,bow,logreg,efectividad_std_s6,2,0.4
3-clases,bow,logreg,reglamentos_std_s6,2,0.4
3-clases,bow,logreg,exigir_std_s6,2,0.4
3-clases,bow,logreg,designación_std_s6,2,0.4
3-clases,bow,logreg,posible_mean_s6,2,0.4
3-clases,bow,logreg,43_delta_cum_s6,2,0.4
3-clases,bow,logreg,juicio_delta_cum_s6,2,0.4
3-clases,bow,logreg,asumir_delta_cum_s6,2,0.4
3-clases,bow,logreg,público información_mean_s6,2,0.4
3-clases,bow,logreg,artículo 10_mean_s6,2,0.4
3-clases,bow,logreg,39_delta_cum_s6,2,0.4
3-clases,bow,logreg,solicitado_mean_s6,2,0.4
3-clases,bow,logreg,solicitado_std_s6,2,0.4
3-clases,bow,logreg,confidencial_std_s6,2,0.4
3-clases,bow,logreg,defender_cum_s2,2,0.4
3-clases,bow,logreg,objeto_mean_s6,2,0.4
3-clases,bow,logreg,capaz_delta_cum_s6,2,0.4
3-clases,bow,logreg,drogas_diff_s9,2,0.4
3-clases,bow,logreg,artículo_std_s6,2,0.4
3-clases,bow,logreg,exigir_mean_s6,2,0.4
3-clases,bow,logreg,preparación_delta_cum_s6,2,0.4
3-clases,bow,logreg,éstos_mean_s6,2,0.4
3-clases,bow,logreg,corrupción manera_diff_s9,2,0.4
3-clases,bow,logreg,rendir_std_s6,2,0.4
3-clases,bow,logreg,omitir_std_s2,2,0.4
3-clases,bow,logreg,información_std_s6,2,0.4
3-clases,bow,logreg,dar_mean_s6,2,0.4
3-clases,bow,logreg,designación_mean_s6,2,0.4
3-clases,bow,logreg,confidencial_mean_s6,2,0.4
3-clases,bow,logreg,validez_std_s6,2,0.4
3-clases,bow,logreg,éstos_std_s6,2,0.4
3-clases,bow,logreg,políticas nacionales_cum_s7,2,0.4
3-clases,bow,logreg,objeto_std_s6,2,0.4
3-clases,bow,logreg,sexuales_diff_s9,2,0.4
3-clases,bow,logreg,mencionados_mean_s6,2,0.4
3-clases,bow,logreg,proceso judicial_delta_cum_s6,2,0.4
3-clases,bow,logreg,63_delta_cum_s6,2,0.4
3-clases,bow,logreg,rendir_mean_s6,2,0.4
3-clases,bow,logreg,interesados_delta_cum_s6,2,0.4
3-clases,bow,logreg,unir_cum_s8,2,0.4
3-clases,bow,logreg,público_mean_s6,2,0.4
3-clases,bow,logreg,requieran_mean_s6,2,0.4
3-clases,bow,logreg,requieran_std_s6,2,0.4
3-clases,bow,logreg,eficacia_std_s6,2,0.4
3-clases,bow,logreg,dar_std_s6,2,0.4
3-clases,bow,logreg,público_std_s6,2,0.4
3-clases,bow,logreg,eficacia_mean_s6,2,0.4
3-clases,bow,logreg,siguiente_mean_s6,2,0.4
3-clases,bow,logreg,económica_std_s6,2,0.4
3-clases,bow,logreg,cantidades_std_s6,2,0.4
3-clases,bow,logreg,cohecho pasivo_mean_s2,2,0.4
3-clases,bow,logreg,cohecho pasivo_std_s2,2,0.4
3-clases,bow,logreg,siguiente_std_s6,2,0.4
3-clases,bow,logreg,formulación_std_s6,2,0.4
3-clases,bow,logreg,cantidades_mean_s6,2,0.4
3-clases,bow,logreg,corrupción artículo_mean_s6,2,0.4
3-clases,bow,logreg,corrupción artículo_std_s6,2,0.4
3-clases,bow,logreg,procesar_std_s6,2,0.4
3-clases,bow,logreg,juicio_std_s6,2,0.4
3-clases,bow,logreg,participación_mean_s6,2,0.4
3-clases,bow,logreg,12_std_s6,2,0.4
3-clases,bow,logreg,formulación_mean_s6,2,0.4
3-clases,bow,logreg,cantidades_delta_cum_s6,2,0.4
3-clases,bow,logreg,juicio_mean_s6,2,0.4
3-clases,bow,logreg,procesar_mean_s6,2,0.4
3-clases,bow,logreg,comisión_std_s6,2,0.4
3-clases,bow,logreg,rendir_delta_cum_s6,2,0.4
3-clases,bow,logreg,exigir_delta_cum_s6,2,0.4
3-clases,bow,logreg,jurídico_mean_s6,2,0.4
3-clases,bow,logreg,personas involucradas_delta_cum_s6,2,0.4
3-clases,bow,logreg,administrativos_mean_s6,2,0.4
3-clases,bow,logreg,posible_delta_cum_s6,2,0.4
3-clases,bow,logreg,cooperar_mean_s6,2,0.4
3-clases,bow,logreg,cooperar_std_s6,2,0.4
3-clases,bow,logreg,administrativos_std_s6,2,0.4
3-clases,bow,logreg,proceso judicial_mean_s6,2,0.4
3-clases,bow,logreg,proceso judicial_std_s6,2,0.4
3-clases,bow,logreg,personas involucradas_mean_s6,2,0.4
3-clases,bow,logreg,personas involucradas_std_s6,2,0.4
3-clases,bow,logreg,información_mean_s6,2,0.4
3-clases,bow,logreg,desarrollo social_diff_s9,2,0.4
3-clases,bow,svc,excepcional_std_s1,5,1.0
3-clases,bow,svc,excepcional_cum_s1,5,1.0
3-clases,bow,svc,dades_std_s6,5,1.0
3-clases,bow,svc,circulación_cum_s2,4,0.8
3-clases,bow,svc,corrupción resultado_diff_s2,4,0.8
3-clases,bow,svc,rss_cum_s2,4,0.8
3-clases,bow,svc,reciben_diff_s2,3,0.6
3-clases,bow,svc,prostitución_cum_s9,3,0.6
3-clases,bow,svc,unidas onu_delta_cum_s3,3,0.6
3-clases,bow,svc,violencia mujeres_cum_s8,3,0.6
3-clases,bow,svc,prostitución_delta_cum_s9,3,0.6
3-clases,bow,svc,corrupción resultado_cum_s2,3,0.6
3-clases,bow,svc,corrupción resultado_std_s2,3,0.6
3-clases,bow,svc,unir_cum_s9,3,0.6
3-clases,bow,svc,validez_mean_s6,3,0.6
3-clases,bow,svc,validez_std_s6,3,0.6
3-clases,bow,svc,iniciado_cum_s2,3,0.6
3-clases,bow,svc,excepcional_mean_s1,3,0.6
3-clases,bow,svc,manifiesto_cum_s2,3,0.6
3-clases,bow,svc,unir_cum_s3,3,0.6
3-clases,bow,svc,39_mean_s6,3,0.6
3-clases,bow,svc,dades_mean_s6,3,0.6
3-clases,bow,svc,cpccs_cum_s8,3,0.6
3-clases,bow,svc,omitir_std_s2,3,0.6
3-clases,bow,svc,involucrado_cum_s2,3,0.6
3-clases,bow,svc,personas involucradas_mean_s6,3,0.6
3-clases,bow,svc,impiden_delta_cum_s3,2,0.4
3-clases,bow,svc,corte_std_s8,2,0.4
3-clases,bow,svc,104_mean_s8,2,0.4
3-clases,bow,svc,104_std_s8,2,0.4
3-clases,bow,svc,impuesta_delta_cum_s8,2,0.4
3-clases,bow,svc,llevó_mean_s8,2,0.4
3-clases,bow,svc,mexicanos_mean_s8,2,0.4
3-clases,bow,svc,prostitución_cum_s8,2,0.4
3-clases,bow,svc,política social_cum_s9,2,0.4
3-clases,bow,svc,proveer_mean_s8,2,0.4
3-clases,bow,svc,asunto_mean_s8,2,0.4
3-clases,bow,svc,asunto_std_s8,2,0.4
3-clases,bow,svc,corrupción resultado_diff_s3,2,0.4
3-clases,bow,svc,general gobierno_cum_s9,2,0.4
3-clases,bow,svc,reglas juego_mean_s8,2,0.4
3-clases,bow,svc,grandes empresas_delta_cum_s8,2,0.4
3-clases,bow,svc,corrupción genera_std_s3,2,0.4
3-clases,bow,svc,101_mean_s8,2,0.4
3-clases,bow,svc,sobresueldos_cum_s8,2,0.4
3-clases,bow,svc,violencia mujeres_cum_s9,2,0.4
3-clases,bow,svc,publicas_cum_s9,2,0.4
3-clases,bow,svc,libremente_cum_s4,2,0.4
3-clases,bow,svc,presentar declaración_delta_cum_s8,2,0.4
3-clases,bow,svc,ob_delta_cum_s6,2,0.4
3-clases,bow,svc,impiden_diff_s2,2,0.4
3-clases,bow,svc,cualquier momento_delta_cum_s6,2,0.4
3-clases,bow,svc,unir_mean_s2,2,0.4
3-clases,bow,svc,seguridad ciudadana_mean_s6,2,0.4
3-clases,bow,svc,premisa_delta_cum_s5,2,0.4
3-clases,bow,svc,falsa_mean_s6,2,0.4
3-clases,bow,svc,impiden_mean_s2,2,0.4
3-clases,bow,svc,impiden_std_s2,2,0.4
3-clases,bow,svc,significado_cum_s7,2,0.4
3-clases,bow,svc,corrupción resultado_mean_s2,2,0.4
3-clases,bow,svc,unir_cum_s8,2,0.4
3-clases,bow,svc,cohecho pasivo_std_s2,2,0.4
3-clases,bow,svc,formulación_mean_s6,2,0.4
3-clases,bow,svc,debió_cum_s8,2,0.4
3-clases,bow,svc,utilizadas_delta_cum_s8,2,0.4
3-clases,bow,svc,cumpliendo_cum_s9,2,0.4
3-clases,bow,svc,circulación_std_s2,2,0.4
3-clases,bow,svc,circulación_mean_s2,2,0.4
3-clases,bow,svc,imparcial_cum_s2,2,0.4
3-clases,bow,svc,san martín_delta_cum_s3,2,0.4
3-clases,bow,svc,mal_std_s8,2,0.4
3-clases,bow,svc,requiera_cum_s2,2,0.4
3-clases,bow,svc,estructura organizacional_mean_s5,2,0.4
3-clases,bow,svc,antigüedad_mean_s6,2,0.4
3-clases,bow,svc,ee uu_diff_s6,2,0.4
3-clases,bow,svc,sión_cum_s2,2,0.4
3-clases,bow,svc,involucrar_std_s6,2,0.4
3-clases,bow,svc,san martín_cum_s3,2,0.4
3-clases,bow,svc,parcial_std_s6,2,0.4
3-clases,bow,svc,sistémico_mean_s6,2,0.4
3-clases,bow,svc,lee_std_s6,2,0.4
3-clases,bow,svc,élites_std_s6,2,0.4
3-clases,bow,svc,inherentes_mean_s6,2,0.4
3-clases,bow,svc,imperio ley_mean_s6,2,0.4
3-clases,bow,svc,imperio ley_std_s6,2,0.4
3-clases,bow,svc,gama_std_s6,2,0.4
3-clases,bow,svc,mantenga_mean_s6,2,0.4
3-clases,bow,svc,inte_mean_s6,2,0.4
3-clases,bow,svc,bilateral_std_s6,2,0.4
3-clases,bow,svc,combatir corrupción_std_s6,2,0.4
3-clases,bow,svc,modelos_mean_s6,2,0.4
3-clases,bow,svc,po_mean_s6,2,0.4
3-clases,bow,svc,po_std_s6,2,0.4
3-clases,bow,svc,pública funcionario_mean_s6,2,0.4
3-clases,bow,svc,preparación_std_s6,2,0.4
3-clases,bow,svc,demuestre_std_s6,2,0.4
3-clases,bow,svc,información_mean_s6,2,0.4
3-clases,bow,svc,ambientales_mean_s8,2,0.4
3-clases,bow,svc,figuran_cum_s3,2,0.4
3-clases,bow,svc,79_mean_s8,2,0.4
3-clases,bow,svc,reciben_delta_cum_s2,2,0.4
3-clases,bow,svc,precedentes_delta_cum_s8,2,0.4
3-clases,bow,svc,incluir_mean_s8,2,0.4
3-clases,bow,svc,participativa_diff_s8,2,0.4
3-clases,bow,svc,incluir_std_s8,2,0.4
3-clases,bow,svc,existen_std_s8,2,0.4
3-clases,bow,svc,89_mean_s3,2,0.4
3-clases,bow,svc,cumpliendo_cum_s7,2,0.4
3-clases,bow,svc,refieren_std_s8,2,0.4
3-clases,bow,svc,obstáculo desarrollo_mean_s8,2,0.4
3-clases,bow,svc,ningún_std_s8,2,0.4
3-clases,bow,svc,editar_delta_cum_s7,2,0.4
3-clases,bow,svc,serios_delta_cum_s5,2,0.4
3-clases,bow,svc,refieren_mean_s8,2,0.4
3-clases,bow,svc,general gobierno_cum_s7,2,0.4
3-clases,bow,svc,general gobierno_cum_s8,2,0.4
3-clases,bow,svc,2008_mean_s8,2,0.4
3-clases,bow,svc,iniciado_std_s2,2,0.4
3-clases,bow,svc,auto_mean_s6,2,0.4
3-clases,bow,svc,general gobierno_delta_cum_s8,2,0.4
3-clases,bow,svc,inicie_std_s6,2,0.4
3-clases,bow,svc,sostiene_std_s2,2,0.4
3-clases,bow,svc,dirigido_cum_s2,2,0.4
3-clases,bow,svc,educativo_std_s7,2,0.4
3-clases,bow,svc,consideró_mean_s2,2,0.4
3-clases,bow,svc,disponer_mean_s6,2,0.4
3-clases,bow,svc,disponer_std_s6,2,0.4
3-clases,bow,svc,corrupción cuales_cum_s2,2,0.4
3-clases,bow,svc,señales_cum_s7,2,0.4
3-clases,bow,svc,resta_diff_s4,2,0.4
3-clases,bow,svc,capítulo_mean_s6,2,0.4
3-clases,bow,svc,capítulo_std_s6,2,0.4
3-clases,bow,svc,acceso servicios_cum_s9,2,0.4
3-clases,bow,svc,grises_cum_s4,2,0.4
3-clases,bow,svc,ilícitos_std_s8,2,0.4
3-clases,bow,svc,ilícitos_mean_s8,2,0.4
3-clases,bow,svc,abuso autoridad_cum_s5,2,0.4
3-clases,bow,svc,south_cum_s3,2,0.4
3-clases,bow,svc,participan_mean_s3,2,0.4
3-clases,bow,svc,viceversa_cum_s5,2,0.4
3-clases,bow,svc,debido proceso_cum_s2,2,0.4
3-clases,bow,svc,corrupción genera_mean_s3,2,0.4
3-clases,bow,svc,corrupción resultado_delta_cum_s3,2,0.4
3-clases,bow,svc,personas físicas_cum_s2,2,0.4
3-clases,bow,svc,impiden_delta_cum_s2,2,0.4
3-clases,bow,svc,reports_diff_s9,2,0.4
3-clases,bow,svc,omitir_diff_s2,2,0.4
3-clases,bow,svc,omitir_delta_cum_s2,2,0.4
3-clases,bow,svc,ext_diff_s10,2,0.4
3-clases,bow,svc,conducir_std_s8,2,0.4
3-clases,bow,svc,conducir_mean_s8,2,0.4
3-clases,bow,svc,martín_cum_s3,2,0.4
3-clases,bow,svc,fortalezcan_cum_s6,2,0.4
3-clases,bow,svc,cpccs_cum_s7,2,0.4
3-clases,bow,svc,continúan_mean_s6,2,0.4
3-clases,bow,svc,rendir cuentas_mean_s6,2,0.4
3-clases,bow,svc,mantenga_std_s6,2,0.4
3-clases,bow,svc,39_std_s6,2,0.4
3-clases,bow,svc,observar_cum_s2,2,0.4
3-clases,bow,svc,jurídica virtual_cum_s8,2,0.4
3-clases,bow,svc,índices percepción_cum_s6,2,0.4
3-clases,bow,svc,omitir_mean_s2,2,0.4
3-clases,bow,svc,cooperar_std_s6,2,0.4
3-clases,bow,svc,interesados_std_s6,2,0.4
3-clases,bow,svc,interesados_mean_s6,2,0.4
3-clases,bow,svc,capacitar_delta_cum_s8,1,0.2
3-clases,bow,svc,testigos_mean_s8,1,0.2
3-clases,bow,svc,fomentar_delta_cum_s8,1,0.2
3-clases,bow,svc,convención interamericana_mean_s8,1,0.2
3-clases,bow,svc,testigos_std_s8,1,0.2
3-clases,bow,svc,transferencias_mean_s8,1,0.2
3-clases,bow,svc,transferencias_std_s8,1,0.2
3-clases,bow,svc,incluye_std_s8,1,0.2
3-clases,bow,svc,determinado_delta_cum_s8,1,0.2
3-clases,bow,svc,denominado_std_s8,1,0.2
3-clases,bow,svc,denominado_mean_s8,1,0.2
3-clases,bow,svc,corrupción cnucc_cum_s9,1,0.2
3-clases,bow,svc,materia_mean_s8,1,0.2
3-clases,bow,svc,convención interamericana_std_s8,1,0.2
3-clases,bow,svc,incluye_delta_cum_s8,1,0.2
3-clases,bow,svc,patrimonial_delta_cum_s8,1,0.2
3-clases,bow,svc,fines_delta_cum_s8,1,0.2
3-clases,bow,svc,corrupción cnucc_cum_s8,1,0.2
3-clases,bow,svc,denunciante_diff_s4,1,0.2
3-clases,bow,svc,opiniones_std_s3,1,0.2
3-clases,bow,svc,desarrollo social_mean_s8,1,0.2
3-clases,bow,svc,opiniones_mean_s3,1,0.2
3-clases,bow,svc,environmental_cum_s6,1,0.2
3-clases,bow,svc,vemos_delta_cum_s8,1,0.2
3-clases,bow,svc,nacionales_delta_cum_s8,1,0.2
3-clases,bow,svc,desarrollo social_std_s8,1,0.2
3-clases,bow,svc,responsables_delta_cum_s8,1,0.2
3-clases,bow,svc,materia_delta_cum_s8,1,0.2
3-clases,bow,svc,caso_std_s8,1,0.2
3-clases,bow,svc,cargo_delta_cum_s8,1,0.2
3-clases,bow,svc,promuevan_delta_cum_s8,1,0.2
3-clases,bow,svc,fortalezcan_delta_cum_s8,1,0.2
3-clases,bow,svc,aportar_mean_s8,1,0.2
3-clases,bow,svc,aportar_std_s8,1,0.2
3-clases,bow,svc,116_mean_s8,1,0.2
3-clases,bow,svc,116_std_s8,1,0.2
3-clases,bow,svc,multidimensional_cum_s10,1,0.2
3-clases,bow,svc,funcionamiento_delta_cum_s8,1,0.2
3-clases,bow,svc,transferencias_diff_s8,1,0.2
3-clases,bow,svc,público_delta_cum_s8,1,0.2
3-clases,bow,svc,discusión_std_s8,1,0.2
3-clases,bow,svc,vinculado_mean_s8,1,0.2
3-clases,bow,svc,vinculado_std_s8,1,0.2
3-clases,bow,svc,víctimas corrupción_delta_cum_s8,1,0.2
3-clases,bow,svc,auditoría interna_cum_s5,1,0.2
3-clases,bow,svc,políticas_delta_cum_s8,1,0.2
3-clases,bow,svc,law_mean_s8,1,0.2
3-clases,bow,svc,cohecho pasivo_delta_cum_s8,1,0.2
3-clases,bow,svc,adoptado_diff_s8,1,0.2
3-clases,bow,svc,incluye_mean_s8,1,0.2
3-clases,bow,svc,discusión_mean_s8,1,0.2
3-clases,bow,svc,ambientales_std_s8,1,0.2
3-clases,bow,svc,lógica_std_s8,1,0.2
3-clases,bow,svc,centrales_std_s8,1,0.2
3-clases,bow,svc,corrupción_delta_cum_s8,1,0.2
3-clases,bow,svc,objetivo_delta_cum_s8,1,0.2
3-clases,bow,svc,ministerio gobernación_cum_s8,1,0.2
3-clases,bow,svc,entrada_delta_cum_s8,1,0.2
3-clases,bow,svc,utilizando_delta_cum_s8,1,0.2
3-clases,bow,svc,vemos_std_s8,1,0.2
3-clases,bow,svc,centrales_mean_s8,1,0.2
3-clases,bow,svc,reciben_cum_s3,1,0.2
3-clases,bow,svc,interamericana_mean_s8,1,0.2
3-clases,bow,svc,cada_std_s8,1,0.2
3-clases,bow,svc,corte interamericana_diff_s8,1,0.2
3-clases,bow,svc,organiza_delta_cum_s8,1,0.2
3-clases,bow,svc,vemos_mean_s8,1,0.2
3-clases,bow,svc,poder judicial_delta_cum_s8,1,0.2
3-clases,bow,svc,law_std_s8,1,0.2
3-clases,bow,svc,interamericana_diff_s8,1,0.2
3-clases,bow,svc,abogados_mean_s8,1,0.2
3-clases,bow,svc,anterior_delta_cum_s8,1,0.2
3-clases,bow,svc,circunstancias_mean_s8,1,0.2
3-clases,bow,svc,pasivo_delta_cum_s8,1,0.2
3-clases,bow,svc,similar_delta_cum_s8,1,0.2
3-clases,bow,svc,distintos_delta_cum_s8,1,0.2
3-clases,bow,svc,multidimensional_cum_s8,1,0.2
3-clases,bow,svc,lógica_mean_s8,1,0.2
3-clases,bow,svc,interamericana_std_s8,1,0.2
3-clases,bow,svc,clientelares_cum_s8,1,0.2
3-clases,bow,svc,matices_delta_cum_s8,1,0.2
3-clases,bow,svc,team_cum_s6,1,0.2
3-clases,bow,svc,esfera_std_s3,1,0.2
3-clases,bow,svc,nación_delta_cum_s8,1,0.2
3-clases,bow,svc,nacional_mean_s8,1,0.2
3-clases,bow,svc,todas_mean_s8,1,0.2
3-clases,bow,svc,información_delta_cum_s8,1,0.2
3-clases,bow,svc,circunstancias_std_s8,1,0.2
3-clases,bow,svc,analizan_delta_cum_s8,1,0.2
3-clases,bow,svc,programme_cum_s8,1,0.2
3-clases,bow,svc,programme_cum_s9,1,0.2
3-clases,bow,svc,programme_cum_s10,1,0.2
3-clases,bow,svc,clave_delta_cum_s8,1,0.2
3-clases,bow,svc,grandes empresas_std_s8,1,0.2
3-clases,bow,svc,análisis_delta_cum_s8,1,0.2
3-clases,bow,svc,nacional_delta_cum_s8,1,0.2
3-clases,bow,svc,poder judicial_mean_s8,1,0.2
3-clases,bow,svc,grandes empresas_mean_s8,1,0.2
3-clases,bow,svc,determinado_mean_s8,1,0.2
3-clases,bow,svc,abogados_std_s8,1,0.2
3-clases,bow,svc,víctimas corrupción_mean_s8,1,0.2
3-clases,bow,svc,sexuales_std_s8,1,0.2
3-clases,bow,svc,corrupción forma_mean_s8,1,0.2
3-clases,bow,svc,corrupción forma_std_s8,1,0.2
3-clases,bow,svc,concesión_cum_s10,1,0.2
3-clases,bow,svc,martín_mean_s8,1,0.2
3-clases,bow,svc,martín_std_s8,1,0.2
3-clases,bow,svc,63_diff_s3,1,0.2
3-clases,bow,svc,corte interamericana_std_s8,1,0.2
3-clases,bow,svc,vínculos_delta_cum_s8,1,0.2
3-clases,bow,svc,corrupción forma_delta_cum_s8,1,0.2
3-clases,bow,svc,sexuales_mean_s8,1,0.2
3-clases,bow,svc,cnucc_cum_s8,1,0.2
3-clases,bow,svc,legal_std_s8,1,0.2
3-clases,bow,svc,funcionarios públicos_delta_cum_s8,1,0.2
3-clases,bow,svc,corte interamericana_mean_s8,1,0.2
3-clases,bow,svc,contexto_delta_cum_s8,1,0.2
3-clases,bow,svc,víctimas corrupción_std_s8,1,0.2
3-clases,bow,svc,estrategias_std_s8,1,0.2
3-clases,bow,svc,104_delta_cum_s8,1,0.2
3-clases,bow,svc,mercados_mean_s3,1,0.2
3-clases,bow,svc,cohecho pasivo_diff_s3,1,0.2
3-clases,bow,svc,público_std_s8,1,0.2
3-clases,bow,svc,económicos_delta_cum_s8,1,0.2
3-clases,bow,svc,acepta_delta_cum_s5,1,0.2
3-clases,bow,svc,continuidad_cum_s3,1,0.2
3-clases,bow,svc,comprometen_mean_s8,1,0.2
3-clases,bow,svc,obligación_delta_cum_s8,1,0.2
3-clases,bow,svc,poder judicial_std_s8,1,0.2
3-clases,bow,svc,multidimensional_cum_s9,1,0.2
3-clases,bow,svc,forma_std_s8,1,0.2
3-clases,bow,svc,debe ser_std_s8,1,0.2
3-clases,bow,svc,víctimas corrupción_diff_s8,1,0.2
3-clases,bow,svc,comprometen_std_s8,1,0.2
3-clases,bow,svc,determinado_std_s8,1,0.2
3-clases,bow,svc,acuerdo_delta_cum_s8,1,0.2
3-clases,bow,svc,corrupción manera_std_s8,1,0.2
3-clases,bow,svc,posible_delta_cum_s8,1,0.2
3-clases,bow,svc,respecto_delta_cum_s8,1,0.2
3-clases,bow,svc,contar_diff_s8,1,0.2
3-clases,bow,svc,evaluar_delta_cum_s8,1,0.2
3-clases,bow,svc,lógica_diff_s8,1,0.2
3-clases,bow,svc,estrategias_mean_s8,1,0.2
3-clases,bow,svc,materia_std_s8,1,0.2
3-clases,bow,svc,expertos_delta_cum_s8,1,0.2
3-clases,bow,svc,maría_delta_cum_s8,1,0.2
3-clases,bow,svc,uso_delta_cum_s8,1,0.2
3-clases,bow,svc,públicos privados_mean_s10,1,0.2
3-clases,bow,svc,ministerio gobernación_cum_s10,1,0.2
3-clases,bow,svc,cada_mean_s8,1,0.2
3-clases,bow,svc,75_std_s8,1,0.2
3-clases,bow,svc,esfera_mean_s3,1,0.2
3-clases,bow,svc,internacionales corrupción_diff_s3,1,0.2
3-clases,bow,svc,fomentar_mean_s8,1,0.2
3-clases,bow,svc,fines_std_s8,1,0.2
3-clases,bow,svc,participan_delta_cum_s3,1,0.2
3-clases,bow,svc,persigue_cum_s9,1,0.2
3-clases,bow,svc,corrupción manera_mean_s8,1,0.2
3-clases,bow,svc,traslado_delta_cum_s8,1,0.2
3-clases,bow,svc,encomendado_diff_s8,1,0.2
3-clases,bow,svc,enfoque derechos_diff_s8,1,0.2
3-clases,bow,svc,104_diff_s8,1,0.2
3-clases,bow,svc,ministerio gobernación_cum_s9,1,0.2
3-clases,bow,svc,planeta_delta_cum_s8,1,0.2
3-clases,bow,svc,identidad_mean_s10,1,0.2
3-clases,bow,svc,materia_diff_s8,1,0.2
3-clases,bow,svc,reciben_cum_s4,1,0.2
3-clases,bow,svc,pueda ser_delta_cum_s8,1,0.2
3-clases,bow,svc,legal_mean_s8,1,0.2
3-clases,bow,svc,cnucc_cum_s9,1,0.2
3-clases,bow,svc,75_mean_s8,1,0.2
3-clases,bow,svc,privados_std_s8,1,0.2
3-clases,bow,svc,programa_std_s8,1,0.2
3-clases,bow,svc,conscientes_delta_cum_s8,1,0.2
3-clases,bow,svc,económicos_std_s8,1,0.2
3-clases,bow,svc,actúe_delta_cum_s10,1,0.2
3-clases,bow,svc,acciones_mean_s8,1,0.2
3-clases,bow,svc,asumir_mean_s8,1,0.2
3-clases,bow,svc,relevantes_delta_cum_s8,1,0.2
3-clases,bow,svc,convention_cum_s7,1,0.2
3-clases,bow,svc,tema corrupción_diff_s8,1,0.2
3-clases,bow,svc,identidad_delta_cum_s10,1,0.2
3-clases,bow,svc,locales_mean_s8,1,0.2
3-clases,bow,svc,saca_cum_s10,1,0.2
3-clases,bow,svc,entender_delta_cum_s8,1,0.2
3-clases,bow,svc,internacionales_mean_s3,1,0.2
3-clases,bow,svc,forma_delta_cum_s8,1,0.2
3-clases,bow,svc,políticas públicas_delta_cum_s8,1,0.2
3-clases,bow,svc,sesgo_cum_s10,1,0.2
3-clases,bow,svc,impiden_diff_s3,1,0.2
3-clases,bow,svc,antigüedad_delta_cum_s8,1,0.2
3-clases,bow,svc,combatir_std_s8,1,0.2
3-clases,bow,svc,ciudadana_mean_s8,1,0.2
3-clases,bow,svc,políticas anticorrupción_mean_s8,1,0.2
3-clases,bow,svc,políticas anticorrupción_std_s8,1,0.2
3-clases,bow,svc,señalan_mean_s8,1,0.2
3-clases,bow,svc,señalan_std_s8,1,0.2
3-clases,bow,svc,debidamente_delta_cum_s8,1,0.2
3-clases,bow,svc,vínculos_mean_s8,1,0.2
3-clases,bow,svc,públicos privados_std_s10,1,0.2
3-clases,bow,svc,ejercicio derechos_mean_s8,1,0.2
3-clases,bow,svc,ejercicio derechos_std_s8,1,0.2
3-clases,bow,svc,corrupción derechos_mean_s8,1,0.2
3-clases,bow,svc,corrupción derechos_std_s8,1,0.2
3-clases,bow,svc,satisfacción_mean_s8,1,0.2
3-clases,bow,svc,aquellas_delta_cum_s8,1,0.2
3-clases,bow,svc,mercados_std_s3,1,0.2
3-clases,bow,svc,problemática_mean_s8,1,0.2
3-clases,bow,svc,problemática_std_s8,1,0.2
3-clases,bow,svc,pdf_std_s8,1,0.2
3-clases,bow,svc,vinculado_delta_cum_s8,1,0.2
3-clases,bow,svc,fines_mean_s8,1,0.2
3-clases,bow,svc,curso_std_s10,1,0.2
3-clases,bow,svc,si_delta_cum_s8,1,0.2
3-clases,bow,svc,interamericana derechos_diff_s8,1,0.2
3-clases,bow,svc,saca_cum_s9,1,0.2
3-clases,bow,svc,vía_std_s8,1,0.2
3-clases,bow,svc,martín_delta_cum_s3,1,0.2
3-clases,bow,svc,sanción_std_s8,1,0.2
3-clases,bow,svc,relevantes_mean_s8,1,0.2
3-clases,bow,svc,todas_delta_cum_s8,1,0.2
3-clases,bow,svc,señalados_delta_cum_s8,1,0.2
3-clases,bow,svc,realización_delta_cum_s3,1,0.2
3-clases,bow,svc,corrupta_mean_s8,1,0.2
3-clases,bow,svc,derechos_mean_s8,1,0.2
3-clases,bow,svc,todas_std_s8,1,0.2
3-clases,bow,svc,fomentar_std_s8,1,0.2
3-clases,bow,svc,vínculos_std_s8,1,0.2
3-clases,bow,svc,casos_delta_cum_s8,1,0.2
3-clases,bow,svc,título_delta_cum_s8,1,0.2
3-clases,bow,svc,asumir_std_s8,1,0.2
3-clases,bow,svc,discusiones_mean_s8,1,0.2
3-clases,bow,svc,discusiones_std_s8,1,0.2
3-clases,bow,svc,corte_mean_s8,1,0.2
3-clases,bow,svc,basta_std_s8,1,0.2
3-clases,bow,svc,procurar_std_s8,1,0.2
