target,dataset,model,n_samples,n_features,n_classes,n_folds,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,accuracy_all_folds,f1_all_folds,best_params_folds
2-clases,bow,svc,18,16,2,3,1.0,0.0,1.0,0.0,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}, {'clf__C': 10, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 5}]"
3-clases,forms,logreg,18,19,3,3,0.5,0.13608276348795434,0.4777777777777777,0.05518394231759752,"[0.3333333333333333, 0.6666666666666666, 0.5]","[0.4444444444444444, 0.5555555555555555, 0.43333333333333335]","[{'clf__C': 1, 'clf__class_weight': None, 'select__k': 5}, {'clf__C': 0.1, 'clf__class_weight': None, 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 10}]"
3-clases,forms,svc,18,19,3,3,0.6111111111111112,0.20786985482077452,0.6074074074074074,0.15852544117802003,"[0.3333333333333333, 0.6666666666666666, 0.8333333333333334]","[0.4444444444444444, 0.5555555555555555, 0.8222222222222223]","[{'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}, {'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}]"
3-clases,robertuito,logreg,18,500,3,3,0.27777777777777773,0.07856742013183861,0.22592592592592595,0.0823189287810847,"[0.3333333333333333, 0.16666666666666666, 0.3333333333333333]","[0.3, 0.1111111111111111, 0.26666666666666666]","[{'clf__C': 1, 'clf__class_weight': 'balanced', 'select__k': 20}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 15}, {'clf__C': 10, 'clf__class_weight': 'balanced', 'select__k': 15}]"
3-clases,robertuito,svc,18,500,3,3,0.3333333333333333,0.0,0.21904761904761905,0.05806140050213295,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3, 0.1904761904761905, 0.16666666666666666]","[{'clf__C': 0.1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 15}]"
3-clases,bow,logreg,18,16,3,3,0.8333333333333334,0.13608276348795434,0.7851851851851852,0.19230748127032843,"[1.0, 0.6666666666666666, 0.8333333333333334]","[1.0, 0.5333333333333333, 0.8222222222222223]","[{'clf__C': 0.1, 'clf__class_weight': None, 'select__k': 15}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 15}]"
3-clases,bow,svc,18,16,3,3,0.888888888888889,0.0785674201318386,0.8814814814814816,0.08380524814062783,"[1.0, 0.8333333333333334, 0.8333333333333334]","[1.0, 0.8222222222222223, 0.8222222222222223]","[{'clf__C': 0.1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}]"
4-clases,forms,logreg,18,19,4,3,0.49999999999999994,0.13608276348795434,0.44999999999999996,0.1296362432175337,"[0.6666666666666666, 0.5, 0.3333333333333333]","[0.5416666666666666, 0.5416666666666666, 0.26666666666666666]","[{'clf__C': 10, 'clf__class_weight': None, 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 10}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'select__k': 10}]"
4-clases,forms,svc,18,19,4,3,0.3888888888888889,0.20786985482077452,0.4305555555555556,0.22135246459040592,"[0.6666666666666666, 0.3333333333333333, 0.16666666666666666]","[0.7083333333333333, 0.41666666666666663, 0.16666666666666666]","[{'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 10}, {'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}]"
4-clases,robertuito,logreg,18,500,4,3,0.2222222222222222,0.07856742013183861,0.15833333333333333,0.058134582045712084,"[0.16666666666666666, 0.16666666666666666, 0.3333333333333333]","[0.08333333333333334, 0.16666666666666666, 0.225]","[{'clf__C': 0.1, 'clf__class_weight': None, 'select__k': 5}, {'clf__C': 10, 'clf__class_weight': None, 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': None, 'select__k': 5}]"
4-clases,robertuito,svc,18,500,4,3,0.2222222222222222,0.07856742013183861,0.15555555555555556,0.041573970964154904,"[0.16666666666666666, 0.16666666666666666, 0.3333333333333333]","[0.1, 0.16666666666666666, 0.2]","[{'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 5}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}]"
4-clases,bow,logreg,18,16,4,3,0.5,0.13608276348795434,0.43611111111111106,0.19440475785469655,"[0.3333333333333333, 0.6666666666666666, 0.5]","[0.26666666666666666, 0.7083333333333333, 0.3333333333333333]","[{'clf__C': 1, 'clf__class_weight': None, 'select__k': 10}, {'clf__C': 10, 'clf__class_weight': 'balanced', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 10}]"
4-clases,bow,svc,18,16,4,3,0.4444444444444444,0.07856742013183862,0.3111111111111111,0.043744488188954496,"[0.5, 0.3333333333333333, 0.5]","[0.35, 0.25, 0.3333333333333333]","[{'clf__C': 0.1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}]"
2-clases,forms,logreg,18,19,2,5,0.9,0.20000000000000004,0.8666666666666666,0.26666666666666666,"[1.0, 0.5, 1.0, 1.0, 1.0]","[1.0, 0.3333333333333333, 1.0, 1.0, 1.0]","[{'clf__C': 1, 'clf__class_weight': None, 'select__k': 15}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': None, 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 15}]"
2-clases,forms,svc,18,19,2,5,0.7833333333333333,0.19436506316151003,0.7466666666666666,0.2472964932132188,"[0.75, 0.5, 1.0, 1.0, 0.6666666666666666]","[0.7333333333333334, 0.3333333333333333, 1.0, 1.0, 0.6666666666666666]","[{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 5}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}]"
2-clases,robertuito,logreg,18,500,2,5,0.25,0.24720661623652207,0.17,0.15362291495737218,"[0.25, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666]","[0.2, 0.0, 0.0, 0.25, 0.4]","[{'clf__C': 1, 'clf__class_weight': None, 'select__k': 10}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'select__k': 5}, {'clf__C': 0.1, 'clf__class_weight': None, 'select__k': 20}, {'clf__C': 10, 'clf__class_weight': 'balanced', 'select__k': 5}, {'clf__C': 10, 'clf__class_weight': None, 'select__k': 5}]"
2-clases,robertuito,svc,18,500,2,5,0.3,0.26666666666666666,0.19666666666666666,0.1674647558277396,"[0.0, 0.0, 0.5, 0.3333333333333333, 0.6666666666666666]","[0.0, 0.0, 0.3333333333333333, 0.25, 0.4]","[{'clf__C': 0.1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 10, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 5}, {'clf__C': 10, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 20}, {'clf__C': 0.1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 5}]"
2-clases,bow,logreg,18,16,2,5,0.95,0.09999999999999999,0.9466666666666667,0.10666666666666666,"[0.75, 1.0, 1.0, 1.0, 1.0]","[0.7333333333333334, 1.0, 1.0, 1.0, 1.0]","[{'clf__C': 0.1, 'clf__class_weight': None, 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 5}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 15}]"
2-clases,bow,svc,18,16,2,5,1.0,0.0,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 5}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 5}]"
3-clases,forms,logreg,18,19,3,5,0.6166666666666667,0.23333333333333334,0.5866666666666667,0.22370615647416692,"[0.5, 0.5, 0.75, 1.0, 0.3333333333333333]","[0.5, 0.5, 0.6, 1.0, 0.3333333333333333]","[{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 5}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 5}]"
3-clases,forms,svc,18,19,3,5,0.7166666666666667,0.26666666666666666,0.6533333333333333,0.3173501396109841,"[0.5, 0.75, 1.0, 1.0, 0.3333333333333333]","[0.5, 0.6, 1.0, 1.0, 0.16666666666666666]","[{'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 15}]"
3-clases,robertuito,logreg,18,500,3,5,0.26666666666666666,0.1615893285805443,0.15555555555555556,0.0816496580927726,"[0.25, 0.25, 0.5, 0.3333333333333333, 0.0]","[0.16666666666666666, 0.16666666666666666, 0.2222222222222222, 0.2222222222222222, 0.0]","[{'clf__C': 1, 'clf__class_weight': None, 'select__k': 10}, {'clf__C': 1, 'clf__class_weight': None, 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': None, 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': None, 'select__k': 20}, {'clf__C': 10, 'clf__class_weight': None, 'select__k': 10}]"
3-clases,robertuito,svc,18,500,3,5,0.2,0.18708286933869708,0.11111111111111112,0.09296222517045283,"[0.25, 0.25, 0.5, 0.0, 0.0]","[0.16666666666666666, 0.16666666666666666, 0.2222222222222222, 0.0, 0.0]","[{'clf__C': 10, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 5}, {'clf__C': 10, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 5}, {'clf__C': 10, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 5}]"
3-clases,bow,logreg,18,16,3,5,0.7166666666666666,0.16329931618554522,0.6422222222222221,0.18167940831973065,"[1.0, 0.75, 0.5, 0.6666666666666666, 0.6666666666666666]","[1.0, 0.6, 0.5, 0.5555555555555555, 0.5555555555555555]","[{'clf__C': 10, 'clf__class_weight': 'balanced', 'select__k': 15}, {'clf__C': 1, 'clf__class_weight': None, 'select__k': 15}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 5}]"
3-clases,bow,svc,18,16,3,5,0.7833333333333333,0.19436506316151003,0.731111111111111,0.22182186157276057,"[1.0, 0.75, 0.5, 1.0, 0.6666666666666666]","[1.0, 0.6, 0.5, 1.0, 0.5555555555555555]","[{'clf__C': 10, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 10, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 10}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}]"
4-clases,forms,logreg,18,19,4,5,0.6666666666666667,0.27888667551135854,0.6166666666666666,0.33166247903554,"[1.0, 0.5, 0.5, 0.3333333333333333, 1.0]","[1.0, 0.41666666666666663, 0.5, 0.16666666666666666, 1.0]","[{'clf__C': 10, 'clf__class_weight': 'balanced', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 5}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 10}, {'clf__C': 1, 'clf__class_weight': None, 'select__k': 10}]"
4-clases,forms,svc,18,19,4,5,0.7,0.2147349787787521,0.6111111111111109,0.2675909906398288,"[1.0, 0.75, 0.75, 0.3333333333333333, 0.6666666666666666]","[1.0, 0.6666666666666666, 0.6666666666666666, 0.16666666666666666, 0.5555555555555555]","[{'clf__C': 10, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 10, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}, {'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}, {'clf__C': 10, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 15}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}]"
4-clases,robertuito,logreg,18,500,4,5,0.21666666666666665,0.1130388330520878,0.175,0.1,"[0.25, 0.25, 0.25, 0.3333333333333333, 0.0]","[0.25, 0.125, 0.25, 0.25, 0.0]","[{'clf__C': 1, 'clf__class_weight': None, 'select__k': 5}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 20}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 15}, {'clf__C': 10, 'clf__class_weight': None, 'select__k': 15}, {'clf__C': 10, 'clf__class_weight': 'balanced', 'select__k': 5}]"
