target,dataset,model,n_samples,n_features,n_classes,n_folds,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,accuracy_all_folds,f1_all_folds,best_params_folds
3-clases,bow,logreg,18,16,3,2,0.5,0.16666666666666666,0.47777777777777775,0.1722222222222222,"[0.3333333333333333, 0.6666666666666666]","[0.3055555555555555, 0.6499999999999999]","[{'clf__C': 1, 'clf__class_weight': 'balanced', 'select__k': 5}, {'clf__C': 0.1, 'clf__class_weight': None, 'select__k': 5}]"
3-clases,bow,svc,18,16,3,2,0.7222222222222222,0.05555555555555558,0.6956349206349206,0.054365079365079394,"[0.6666666666666666, 0.7777777777777778]","[0.6412698412698412, 0.75]","[{'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}]"
4-clases,forms,logreg,18,19,4,2,0.5,0.05555555555555558,0.4708333333333333,0.004166666666666652,"[0.4444444444444444, 0.5555555555555556]","[0.475, 0.4666666666666667]","[{'clf__C': 10, 'clf__class_weight': None, 'select__k': 10}, {'clf__C': 10, 'clf__class_weight': 'balanced', 'select__k': 10}]"
4-clases,forms,svc,18,19,4,2,0.5555555555555556,0.1111111111111111,0.47797619047619044,0.06964285714285712,"[0.6666666666666666, 0.4444444444444444]","[0.5476190476190476, 0.4083333333333333]","[{'clf__C': 10, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 5}, {'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}]"
4-clases,robertuito,logreg,18,500,4,2,0.16666666666666666,0.05555555555555555,0.13988095238095238,0.06845238095238093,"[0.2222222222222222, 0.1111111111111111]","[0.20833333333333331, 0.07142857142857144]","[{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 10}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'select__k': 10}]"
4-clases,robertuito,svc,18,500,4,2,0.2777777777777778,0.05555555555555555,0.1755952380952381,0.05059523809523811,"[0.3333333333333333, 0.2222222222222222]","[0.22619047619047622, 0.125]","[{'clf__C': 10, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 5}, {'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 20}]"
4-clases,bow,logreg,18,16,4,2,0.4444444444444444,0.0,0.35833333333333334,0.033333333333333326,"[0.4444444444444444, 0.4444444444444444]","[0.39166666666666666, 0.325]","[{'clf__C': 10, 'clf__class_weight': None, 'select__k': 10}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'select__k': 5}]"
4-clases,bow,svc,18,16,4,2,0.38888888888888884,0.05555555555555555,0.27976190476190477,0.011904761904761862,"[0.3333333333333333, 0.4444444444444444]","[0.2678571428571429, 0.29166666666666663]","[{'clf__C': 10, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 5}]"
2-clases,forms,logreg,18,19,2,3,0.8333333333333334,0.13608276348795434,0.8178571428571427,0.15328045524196382,"[0.8333333333333334, 0.6666666666666666, 1.0]","[0.8285714285714285, 0.625, 1.0]","[{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 5}, {'clf__C': 10, 'clf__class_weight': 'balanced', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 5}]"
2-clases,forms,svc,18,19,2,3,0.7777777777777778,0.07856742013183865,0.7607142857142857,0.09596449173246,"[0.8333333333333334, 0.6666666666666666, 0.8333333333333334]","[0.8285714285714285, 0.625, 0.8285714285714285]","[{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 5}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 5}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 5}]"
2-clases,robertuito,logreg,18,500,2,3,0.5,0.13608276348795434,0.4674603174603174,0.17059246426408647,"[0.6666666666666666, 0.3333333333333333, 0.5]","[0.6666666666666666, 0.25, 0.48571428571428577]","[{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 15}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 5}]"
2-clases,robertuito,svc,18,500,2,3,0.5555555555555556,0.20786985482077455,0.4706349206349206,0.2553755651277121,"[0.8333333333333334, 0.3333333333333333, 0.5]","[0.8285714285714285, 0.25, 0.33333333333333326]","[{'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 20}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 20}, {'clf__C': 0.1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 10}]"
2-clases,bow,logreg,18,16,2,3,0.9444444444444445,0.0785674201318386,0.9428571428571427,0.08081220356417688,"[0.8333333333333334, 1.0, 1.0]","[0.8285714285714285, 1.0, 1.0]","[{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 15}]"
2-clases,bow,svc,18,16,2,3,0.9444444444444445,0.0785674201318386,0.9428571428571427,0.08081220356417688,"[1.0, 0.8333333333333334, 1.0]","[1.0, 0.8285714285714285, 1.0]","[{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 5}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 5}]"
3-clases,forms,logreg,18,19,3,3,0.5555555555555555,0.15713484026367722,0.5111111111111111,0.048005486654873024,"[0.3333333333333333, 0.6666666666666666, 0.6666666666666666]","[0.4444444444444444, 0.5555555555555555, 0.5333333333333333]","[{'clf__C': 10, 'clf__class_weight': 'balanced', 'select__k': 5}, {'clf__C': 0.1, 'clf__class_weight': None, 'select__k': 15}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'select__k': 5}]"
3-clases,forms,svc,18,19,3,3,0.6666666666666666,0.13608276348795434,0.6592592592592593,0.16488762436705234,"[0.6666666666666666, 0.8333333333333334, 0.5]","[0.7222222222222222, 0.8222222222222223, 0.43333333333333335]","[{'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 10, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 5}]"
3-clases,robertuito,logreg,18,500,3,3,0.27777777777777773,0.07856742013183861,0.16402116402116404,0.03741305720563745,"[0.16666666666666666, 0.3333333333333333, 0.3333333333333333]","[0.1111111111111111, 0.1904761904761905, 0.1904761904761905]","[{'clf__C': 10, 'clf__class_weight': 'balanced', 'select__k': 15}, {'clf__C': 10, 'clf__class_weight': None, 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 10}]"
3-clases,robertuito,svc,18,500,3,3,0.27777777777777773,0.07856742013183861,0.23703703703703702,0.08904307614941709,"[0.3333333333333333, 0.16666666666666666, 0.3333333333333333]","[0.3, 0.1111111111111111, 0.3]","[{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 20}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 10, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}]"
3-clases,bow,logreg,18,16,3,3,0.7222222222222222,0.07856742013183865,0.6285714285714286,0.13830489467169507,"[0.6666666666666666, 0.6666666666666666, 0.8333333333333334]","[0.5079365079365079, 0.5555555555555555, 0.8222222222222223]","[{'clf__C': 0.1, 'clf__class_weight': None, 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': None, 'select__k': 5}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 15}]"
3-clases,bow,svc,18,16,3,3,0.7777777777777778,0.20786985482077452,0.7814814814814816,0.19716787635860988,"[1.0, 0.5, 0.8333333333333334]","[1.0, 0.5222222222222221, 0.8222222222222223]","[{'clf__C': 0.1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}]"
4-clases,forms,logreg,18,19,4,3,0.49999999999999994,0.13608276348795434,0.44999999999999996,0.1296362432175337,"[0.6666666666666666, 0.5, 0.3333333333333333]","[0.5416666666666666, 0.5416666666666666, 0.26666666666666666]","[{'clf__C': 1, 'clf__class_weight': 'balanced', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': None, 'select__k': 10}, {'clf__C': 1, 'clf__class_weight': None, 'select__k': 10}]"
4-clases,forms,svc,18,19,4,3,0.4444444444444444,0.20786985482077452,0.44999999999999996,0.20949675149960892,"[0.6666666666666666, 0.5, 0.16666666666666666]","[0.6666666666666666, 0.5166666666666666, 0.16666666666666666]","[{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 10}, {'clf__C': 10, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 15}, {'clf__C': 10, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 10}]"
4-clases,robertuito,logreg,18,500,4,3,0.2222222222222222,0.15713484026367722,0.1722222222222222,0.12478376358453445,"[0.0, 0.3333333333333333, 0.3333333333333333]","[0.0, 0.29166666666666663, 0.225]","[{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 5}, {'clf__C': 1, 'clf__class_weight': None, 'select__k': 10}]"
4-clases,robertuito,svc,18,500,4,3,0.2222222222222222,0.15713484026367722,0.15833333333333333,0.11242281302693367,"[0.0, 0.3333333333333333, 0.3333333333333333]","[0.0, 0.25, 0.225]","[{'clf__C': 10, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 5}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 10}]"
4-clases,bow,logreg,18,16,4,3,0.4444444444444444,0.20786985482077452,0.39999999999999997,0.2393084171493316,"[0.16666666666666666, 0.6666666666666666, 0.5]","[0.125, 0.7083333333333333, 0.3666666666666667]","[{'clf__C': 10, 'clf__class_weight': 'balanced', 'select__k': 10}, {'clf__C': 10, 'clf__class_weight': 'balanced', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': None, 'select__k': 10}]"
4-clases,bow,svc,18,16,4,3,0.4444444444444444,0.15713484026367722,0.39999999999999997,0.10023121418149288,"[0.3333333333333333, 0.3333333333333333, 0.6666666666666666]","[0.29166666666666663, 0.375, 0.5333333333333333]","[{'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 5}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}]"
2-clases,forms,logreg,18,19,2,5,0.8833333333333334,0.1452966314513558,0.8800000000000001,0.1484737163421339,"[1.0, 0.75, 1.0, 1.0, 0.6666666666666666]","[1.0, 0.7333333333333334, 1.0, 1.0, 0.6666666666666666]","[{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 15}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 10}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'select__k': 10}]"
2-clases,forms,svc,18,19,2,5,0.8333333333333334,0.13944333775567927,0.8266666666666668,0.1436043948569201,"[0.75, 0.75, 1.0, 1.0, 0.6666666666666666]","[0.7333333333333334, 0.7333333333333334, 1.0, 1.0, 0.6666666666666666]","[{'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 5}, {'clf__C': 10, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}]"
2-clases,robertuito,logreg,18,500,2,5,0.25,0.24720661623652207,0.17,0.15362291495737218,"[0.25, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666]","[0.2, 0.0, 0.0, 0.25, 0.4]","[{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 20}, {'clf__C': 10, 'clf__class_weight': 'balanced', 'select__k': 5}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'select__k': 10}, {'clf__C': 10, 'clf__class_weight': None, 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': None, 'select__k': 5}]"
2-clases,robertuito,svc,18,500,2,5,0.2333333333333333,0.12247448713915891,0.18,0.09273618495495704,"[0.25, 0.0, 0.25, 0.3333333333333333, 0.3333333333333333]","[0.2, 0.0, 0.2, 0.25, 0.25]","[{'clf__C': 0.1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 20}, {'clf__C': 10, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}, {'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 5}, {'clf__C': 10, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 5}]"
2-clases,bow,logreg,18,16,2,5,0.95,0.09999999999999999,0.9466666666666667,0.10666666666666666,"[0.75, 1.0, 1.0, 1.0, 1.0]","[0.7333333333333334, 1.0, 1.0, 1.0, 1.0]","[{'clf__C': 0.1, 'clf__class_weight': None, 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 5}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 15}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 15}]"
2-clases,bow,svc,18,16,2,5,1.0,0.0,1.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}]"
3-clases,forms,logreg,18,19,3,5,0.6166666666666667,0.23333333333333334,0.5311111111111111,0.2683649624791205,"[0.5, 0.5, 0.75, 1.0, 0.3333333333333333]","[0.5, 0.2222222222222222, 0.6, 1.0, 0.3333333333333333]","[{'clf__C': 1, 'clf__class_weight': None, 'select__k': 10}, {'clf__C': 10, 'clf__class_weight': 'balanced', 'select__k': 5}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': None, 'select__k': 15}, {'clf__C': 1, 'clf__class_weight': None, 'select__k': 15}]"
3-clases,forms,svc,18,19,3,5,0.6666666666666666,0.09128709291752769,0.5622222222222222,0.036918328279635884,"[0.5, 0.75, 0.75, 0.6666666666666666, 0.6666666666666666]","[0.5, 0.6, 0.6, 0.5555555555555555, 0.5555555555555555]","[{'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 5}, {'clf__C': 10, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 5}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 5}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 15}]"
3-clases,robertuito,logreg,18,500,3,5,0.3833333333333333,0.1,0.22222222222222218,0.08606629658238703,"[0.5, 0.25, 0.5, 0.3333333333333333, 0.3333333333333333]","[0.38888888888888884, 0.16666666666666666, 0.2222222222222222, 0.16666666666666666, 0.16666666666666666]","[{'clf__C': 1, 'clf__class_weight': 'balanced', 'select__k': 10}, {'clf__C': 10, 'clf__class_weight': 'balanced', 'select__k': 10}, {'clf__C': 1, 'clf__class_weight': None, 'select__k': 15}, {'clf__C': 10, 'clf__class_weight': 'balanced', 'select__k': 10}, {'clf__C': 1, 'clf__class_weight': None, 'select__k': 10}]"
3-clases,robertuito,svc,18,500,3,5,0.21666666666666665,0.19436506316151,0.15555555555555553,0.14656562175858798,"[0.5, 0.0, 0.25, 0.0, 0.3333333333333333]","[0.38888888888888884, 0.0, 0.16666666666666666, 0.0, 0.2222222222222222]","[{'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 5}, {'clf__C': 10, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'rbf', 'select__k': 5}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 20}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}]"
3-clases,bow,logreg,18,16,3,5,0.7833333333333333,0.19436506316151003,0.731111111111111,0.22182186157276057,"[1.0, 0.75, 0.5, 1.0, 0.6666666666666666]","[1.0, 0.6, 0.5, 1.0, 0.5555555555555555]","[{'clf__C': 10, 'clf__class_weight': 'balanced', 'select__k': 15}, {'clf__C': 1, 'clf__class_weight': None, 'select__k': 10}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 15}, {'clf__C': 10, 'clf__class_weight': None, 'select__k': 15}]"
3-clases,bow,svc,18,16,3,5,0.6333333333333333,0.2505549396395485,0.5755555555555555,0.24968127831445583,"[0.25, 0.75, 0.5, 1.0, 0.6666666666666666]","[0.2222222222222222, 0.6, 0.5, 1.0, 0.5555555555555555]","[{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 5}, {'clf__C': 10, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 10}, {'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}]"
4-clases,forms,logreg,18,19,4,5,0.6,0.1615893285805443,0.49444444444444446,0.18790593916986403,"[0.75, 0.5, 0.75, 0.3333333333333333, 0.6666666666666666]","[0.6666666666666666, 0.41666666666666663, 0.6666666666666666, 0.16666666666666666, 0.5555555555555555]","[{'clf__C': 1, 'clf__class_weight': 'balanced', 'select__k': 10}, {'clf__C': 10, 'clf__class_weight': 'balanced', 'select__k': 5}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 10}, {'clf__C': 0.1, 'clf__class_weight': None, 'select__k': 15}]"
4-clases,forms,svc,18,19,4,5,0.7166666666666666,0.16329931618554522,0.6444444444444444,0.18790593916986406,"[1.0, 0.75, 0.5, 0.6666666666666666, 0.6666666666666666]","[1.0, 0.6666666666666666, 0.5, 0.5, 0.5555555555555555]","[{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 5}, {'clf__C': 10, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 5}, {'clf__C': 1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}, {'clf__C': 10, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'linear', 'select__k': 15}]"
4-clases,robertuito,logreg,18,500,4,5,0.15,0.19999999999999998,0.1,0.13333333333333336,"[0.0, 0.5, 0.25, 0.0, 0.0]","[0.0, 0.3333333333333333, 0.16666666666666666, 0.0, 0.0]","[{'clf__C': 10, 'clf__class_weight': None, 'select__k': 15}, {'clf__C': 1, 'clf__class_weight': 'balanced', 'select__k': 20}, {'clf__C': 10, 'clf__class_weight': None, 'select__k': 15}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 5}, {'clf__C': 0.1, 'clf__class_weight': 'balanced', 'select__k': 10}]"
